course_name,concept,wikidata_qid,wikidata_label,wikidata_description,wikidata_url
Physics 1,mass,Q11423,mass,property of matter to resist changes of the state of motion and to attract other bodies,https://www.wikidata.org/wiki/Q11423
Physics 1,weight,Q620876,human body weight,person's mass or weight,https://www.wikidata.org/wiki/Q620876
Physics 1,friction,Q82580,friction,"force resisting the relative motion of solid surfaces, fluid layers, and material elements sliding against each other",https://www.wikidata.org/wiki/Q82580
Physics 1,inertial frame of reference,Q192735,inertial frame of reference,frame of reference not undergoing acceleration,https://www.wikidata.org/wiki/Q192735
Physics 1,non-inertial frame of reference,Q829564,non-inertial reference frame,frame of reference,https://www.wikidata.org/wiki/Q829564
Physics 1,centrifugal force,Q30950932,Centrifugal Force,2016 studio album by Faith Yang,https://www.wikidata.org/wiki/Q30950932
Physics 1,coriolis effect,Q169973,Coriolis force,apparent or fictitious force on objects moving within a reference frame that rotates with respect to an inertial frame,https://www.wikidata.org/wiki/Q169973
Physics 1,work (physics),Q42213,work,energy transferred to an object via the application of force on it through a displacement,https://www.wikidata.org/wiki/Q42213
Physics 1,power (physics),Q25342,power,"rate at which energy is transferred, used, or transformed",https://www.wikidata.org/wiki/Q25342
Physics 1,energy,Q11379,energy,"quantitative property of a physical system, recognizable in the performance of work and in the form of heat and light",https://www.wikidata.org/wiki/Q11379
Physics 1,kinetic energy,Q46276,kinetic energy,energy of a moving physical body,https://www.wikidata.org/wiki/Q46276
Physics 1,potential energy,Q155640,potential energy,"energy held by an object because of its position relative to other objects or stresses within itself, rather than its velocity",https://www.wikidata.org/wiki/Q155640
Physics 1,conservative force,Q822938,conservative force,force with the property that the work done in moving a particle between two points is independent of the path taken,https://www.wikidata.org/wiki/Q822938
Physics 1,principle of conservation of energy,Q121362934,Conservation Principle of Energy,thematic unit of the Physics curriculum in basic education in Uruguay,https://www.wikidata.org/wiki/Q121362934
Physics 1,center of mass,Q2945123,center of mass,unique point where the weighted relative position of a distributed mass sums to zero,https://www.wikidata.org/wiki/Q2945123
Physics 1,principle of conservation of momentum,,,,
Physics 1,gravity,Q11412,gravity,fundamental interaction affecting all matter,https://www.wikidata.org/wiki/Q11412
Physics 1,gravitational field,Q558066,gravitational field,direction and intensity of gravity in every point of space,https://www.wikidata.org/wiki/Q558066
Physics 1,gravitational potential,Q1544012,gravitational potential,scalar potential that describes a gravitational field,https://www.wikidata.org/wiki/Q1544012
Physics 1,gauss's law,Q173356,Gauss's law,foundational law of electromagnetism,https://www.wikidata.org/wiki/Q173356
Physics 1,kepler's laws of planetary motion,Q122928282,Kepler's first law,physica law that planetary orbits are ellipses with the Sun at one focus,https://www.wikidata.org/wiki/Q122928282
Physics 1,gravitational acceleration,Q30006,gravitational acceleration,acceleration of an object caused by gravity,https://www.wikidata.org/wiki/Q30006
Physics 1,rigid body dynamics,Q2037529,rigid body dynamics,study of systems of undeformable bodies under applied forces and how they change with time,https://www.wikidata.org/wiki/Q2037529
Physics 1,center of mass,Q2945123,center of mass,unique point where the weighted relative position of a distributed mass sums to zero,https://www.wikidata.org/wiki/Q2945123
Physics 1,moment of inertia,Q165618,moment of inertia,scalar measure of the rotational inertia with respect to a fixed axis of rotation,https://www.wikidata.org/wiki/Q165618
Physics 1,steiner's theorem,Q1186134,Poncelet–Steiner theorem,theorem,https://www.wikidata.org/wiki/Q1186134
Physics 1,vibration,Q3695508,vibration,mechanical phenomenon whereby oscillations occur about an equilibrium point; precisely used to describe mechanical oscillation,https://www.wikidata.org/wiki/Q3695508
Physics 1,harmonic oscillator,Q190070,harmonic oscillator,physical system that responds to a restoring force inversely proportional to displacement,https://www.wikidata.org/wiki/Q190070
Physics 1,stress (mechanics),Q206175,mechanical stress,physical quantity that expresses internal forces in a continuous material,https://www.wikidata.org/wiki/Q206175
Physics 1,strain (mechanics),Q1990546,linear strain,relative change of length with respect the original length,https://www.wikidata.org/wiki/Q1990546
Physics 1,hooke's law,Q170282,Hooke's law,empirical physical law of mechanics that the force on a spring is proportional to its displacement,https://www.wikidata.org/wiki/Q170282
Physics 1,damped oscillation,Q17088349,Vacuum Rabi oscillation,damped oscillation in quantum optics,https://www.wikidata.org/wiki/Q17088349
Physics 1,forced oscillation,,,,
Physics 1,resonance,Q898756,surface plasmon resonance,physical phenomenon of electron resonance,https://www.wikidata.org/wiki/Q898756
Physics 1,pendulum,Q20702,pendulum,suspended weight capable of swinging freely from a pivot,https://www.wikidata.org/wiki/Q20702
Physics 1,mechanical wave,Q1132631,mechanical wave,wave which is an oscillation of matter,https://www.wikidata.org/wiki/Q1132631
Physics 1,wave equation,Q193846,wave equation,second-order linear differential equation important in physics,https://www.wikidata.org/wiki/Q193846
Physics 1,standing wave,Q123300,standing wave,wave that remains in a constant position,https://www.wikidata.org/wiki/Q123300
Physics 1,acoustics,Q82811,acoustics,"science that deals with the study of all mechanical waves in gases, liquids, and solids including vibration, sound, ultrasound and infrasound",https://www.wikidata.org/wiki/Q82811
Physics 1,doppler effect,Q76436,Doppler effect,frequency change of a wave for observer relative to its source,https://www.wikidata.org/wiki/Q76436
Physics 1,hydrostatics,Q177807,hydrostatics,branch of fluid mechanics that studies fluids at rest,https://www.wikidata.org/wiki/Q177807
Physics 1,hydrodynamics,Q12016129,hydrodynamics,study of fluids in motion,https://www.wikidata.org/wiki/Q12016129
Physics 1,pressure,Q39552,pressure,force applied over an area,https://www.wikidata.org/wiki/Q39552
Physics 1,pascal's law,Q190760,Pascal's law,principle in fluid mechanics,https://www.wikidata.org/wiki/Q190760
Physics 1,archimedes' principle,Q181404,Archimedes' principle,law of physics fundamental to fluid mechanics,https://www.wikidata.org/wiki/Q181404
Physics 1,bernoulli's principle,Q181328,Bernoulli's principle,principle relating to fluid dynamics,https://www.wikidata.org/wiki/Q181328
Physics 1,viscosity,Q128709,viscosity,resistance of a fluid to shear deformation,https://www.wikidata.org/wiki/Q128709
Physics 1,kinetic theory of gases,Q200286,kinetic theory,mathematical model explaining macroscopic properties of gases in microscopic terms,https://www.wikidata.org/wiki/Q200286
Physics 1,thermodynamics,Q11473,thermodynamics,"branch of physics concerned with heat, work, temperature, and thermal or internal energy",https://www.wikidata.org/wiki/Q11473
Physics 1,internal energy,Q180241,internal energy,"energy contained in a system, excluding energy due to its position as a body in external force fields or its overall motion",https://www.wikidata.org/wiki/Q180241
Physics 1,entropy,Q204570,information entropy,expected value of the amount of information delivered by a message,https://www.wikidata.org/wiki/Q204570
Physics 1,equation of state,Q214967,equation of state,equation describing the state of matter under a given set of physical conditions,https://www.wikidata.org/wiki/Q214967
Physics 1,maxwell distribution,Q634965,Maxwell–Boltzmann distribution,"specific probability distribution function, important in physics",https://www.wikidata.org/wiki/Q634965
Physics 1,specific heat capacity,Q487756,specific heat capacity,"intensive quantity, heat capacity per mass",https://www.wikidata.org/wiki/Q487756
Physics 1,molar heat capacity,Q2937190,molar heat capacity,"intensive quantity, heat capacity per amount of substance",https://www.wikidata.org/wiki/Q2937190
Physics 1,equipartition theorem,Q255996,equipartition theorem,theorem,https://www.wikidata.org/wiki/Q255996
Probability and Statistics,probability theory,Q5862903,probability theory,branch of mathematics concerning probability,https://www.wikidata.org/wiki/Q5862903
Probability and Statistics,statistics,Q12483,statistics,"study of the collection, analysis, interpretation, and presentation of data",https://www.wikidata.org/wiki/Q12483
Probability and Statistics,descriptive statistics,Q380344,descriptive statistics,field of quantitative research,https://www.wikidata.org/wiki/Q380344
Probability and Statistics,data analysis,Q1988917,data analysis,activity for gaining insight from data,https://www.wikidata.org/wiki/Q1988917
Probability and Statistics,data visualization,Q6504956,data visualization,creation and study of the visual representation of data,https://www.wikidata.org/wiki/Q6504956
Probability and Statistics,probability,Q9492,probability,measure of the expectation that an event will occur or a statement is true,https://www.wikidata.org/wiki/Q9492
Probability and Statistics,bayes' rule,Q182505,Bayes' theorem,theorem describing the probability of an event based on prior knowledge of conditions that might be related to the event,https://www.wikidata.org/wiki/Q182505
