conceptQID,fieldQID
Q126833802,Q131476
Q126862678,Q131476
Q127536139,Q131476
Q127694538,Q131476
Q127694545,Q131476
Q127744120,Q131476
Q128796627,Q131476
Q130342312,Q131476
Q130342346,Q131476
Q131367986,Q131476
Q131422683,Q131476
Q36192,Q132116
Q757514,Q132116
Q42109240,Q132116
Q94949694,Q132116
Q119467,Q2346
Q185168,Q2346
Q2282401,Q2346
Q4751159,Q2346
Q9189420,Q2346
Q15316,Q134783
Q49367,Q134783
Q531953,Q134783
Q754897,Q134783
Q785020,Q134783
Q1123245,Q134783
Q1428934,Q134783
Q5270228,Q134783
Q12103151,Q134783
Q12375376,Q134783
Q12758989,Q134783
Q25496100,Q134783
Q60792158,Q134783
Q105385903,Q134783
Q111,Q2466
Q9420,Q147638
Q781413,Q147638
Q1127759,Q147638
Q2145290,Q147638
Q2200417,Q147638
Q12047513,Q147638
Q17144597,Q147638
Q97234642,Q147638
Q98047362,Q147638
Q105395991,Q136352
Q181923,Q3872
Q9361621,Q7162
Q18207329,Q7162
Q73211488,Q7162
Q104623136,Q7162
Q105096490,Q7162
Q105989936,Q7162
Q112869162,Q7162
Q115870045,Q7162
Q117309724,Q7162
Q124156906,Q160845
Q124156907,Q160845
Q124156908,Q160845
Q124156909,Q160845
Q124156911,Q160845
Q124156912,Q160845
Q124156913,Q160845
Q124156914,Q160845
Q124156915,Q160845
Q124156916,Q160845
Q124156917,Q160845
Q124156918,Q160845
Q124156919,Q160845
Q124156920,Q160845
Q124156921,Q160845
Q124156922,Q160845
Q124156923,Q160845
Q180502,Q431
Q184849,Q431
Q205445,Q431
Q209542,Q431
Q210369,Q431
Q220384,Q431
Q318668,Q431
Q465924,Q431
Q599991,Q431
Q996695,Q431
Q1201861,Q431
Q2177380,Q431
Q2432331,Q431
Q7345499,Q431
Q12384902,Q431
Q12740703,Q431
Q18358830,Q431
Q18387578,Q431
Q76749558,Q431
Q99397804,Q431
Q110974752,Q431
Q111327232,Q431
Q123160702,Q431
Q132186465,Q431
Q783092,Q3872
Q5419936,Q3872
Q7447773,Q3872
Q23852,Q3999
Q25452965,Q3999
Q9081,Q5891
Q9510,Q5891
Q48277,Q5891
Q49447,Q5891
Q62744,Q5891
Q151885,Q5891
Q223557,Q5891
Q223675,Q5891
Q261262,Q5891
Q450246,Q5891
Q742609,Q5891
Q757514,Q5891
Q813912,Q5891
Q937228,Q5891
Q1124515,Q5891
Q1149305,Q5891
Q1272626,Q5891
Q1548746,Q5891
Q3181883,Q5891
Q3428762,Q5891
Q4083668,Q5891
Q5389993,Q5891
Q6658164,Q5891
Q7782435,Q5891
Q9050360,Q5891
Q9350511,Q5891
Q9457455,Q5891
Q12765852,Q5891
Q12767614,Q5891
Q15966380,Q5891
Q16262558,Q5891
Q16722960,Q5891
Q28109781,Q5891
Q97830117,Q5891
Q39833,Q7193
Q210975,Q7193
Q435106,Q7193
Q1124578,Q7193
Q1500347,Q7193
Q1944979,Q7193
Q2089263,Q7193
Q12112433,Q7193
Q75913269,Q7193
Q106770981,Q7193
Q111471755,Q7193
Q112265246,Q7193
Q116256702,Q7193
Q124156931,Q160845
Q124156932,Q160845
Q124156933,Q160845
Q124156934,Q160845
Q124156935,Q160845
Q131781906,Q160845
Q132860982,Q160845
Q40614,Q7205
Q522922,Q7205
Q782930,Q7205
Q1439423,Q7205
Q4342550,Q7205
Q105888779,Q7205
Q105888936,Q7205
Q105906455,Q7205
Q105906508,Q7205
Q115572505,Q7205
Q115605294,Q7205
Q122811005,Q7205
Q122811034,Q7205
Q122811040,Q7205
Q124486242,Q7205
Q132862089,Q7205
Q4021,Q441
Q180502,Q441
Q184850,Q441
Q187997,Q441
Q188956,Q441
Q190903,Q441
Q192658,Q441
Q379837,Q441
Q830393,Q199655
Q856638,Q199655
Q1078266,Q199655
Q1135389,Q199655
Q1207369,Q199655
Q1307840,Q199655
Q1437409,Q199655
Q1454241,Q199655
Q1468779,Q199655
Q1631107,Q199655
Q1738784,Q199655
Q1753764,Q199655
Q1769139,Q199655
Q1774089,Q199655
Q1929761,Q199655
Q1982918,Q199655
Q2146893,Q199655
Q2210408,Q199655
Q2367654,Q199655
Q3394684,Q199655
Q5369476,Q199655
Q5962346,Q199655
Q7301200,Q199655
Q9693988,Q199655
Q10469963,Q199655
Q11540953,Q199655
Q11655266,Q199655
Q33109310,Q199655
Q37866906,Q199655
Q60462169,Q199655
Q60474842,Q199655
Q65770439,Q199655
Q66018360,Q199655
Q116754571,Q199655
Q131758607,Q199655
Q131758785,Q199655
Q131758831,Q199655
Q209602,Q126368892
Q111,Q126733835
Q20857752,Q127069206
Q7925,Q127220291
Q1130524,Q127388251
Q44631,Q127420314
Q1303250,Q127467486
Q210975,Q127478574
Q2306047,Q127676088
Q9415,Q127676320
Q335046,Q127676320
Q37748,Q128284215
Q1642639,Q129090673
Q43054,Q129092748
Q84230,Q130111976
Q187181,Q130216732
Q70680972,Q130236442
Q11978,Q130261998
Q67014925,Q130304869
Q428691,Q131289096
Q199077,Q131344606
Q1138186,Q131382012
Q3559,Q131560888
Q735,Q55336315
Q838948,Q55336315
Q9166,Q55585049
Q180684,Q55659895
Q1194317,Q55659895
Q5160184,Q55659895
Q178803,Q55659899
Q44454,Q58038005
Q1759988,Q61951540
Q2390977,Q61951540
Q11823964,Q61951540
Q15879993,Q61951540
Q47912,Q203337
Q3774744,Q203337
Q735,Q62302889
Q1128980,Q112980803
Q20742825,Q113001573
Q1469765,Q113041614
Q39350,Q113042730
Q123509,Q113042730
Q58734,Q113043256
Q60528603,Q113043256
Q853077,Q113043835
Q66560214,Q113077033
Q7268795,Q113077260
Q1615323,Q113093943
Q5604177,Q113095615
Q5604178,Q113095615
Q143680,Q113096377
Q106551,Q113098209
Q8161,Q113098404
Q688498,Q113104586
Q181790,Q113114652
Q2159673,Q113114652
Q5164914,Q113114806
Q60649670,Q113114806
Q106987552,Q113114824
Q4818731,Q11190
Q5008836,Q11190
Q5205844,Q11190
Q7670962,Q11190
Q10684352,Q11190
Q11826626,Q11190
Q12277543,Q11190
Q12330790,Q11190
Q12371749,Q11190
Q12769045,Q11190
Q12825499,Q11190
Q17163435,Q11190
Q17321238,Q11190
Q33548770,Q11190
Q69953032,Q11190
Q8366,Q205084
Q255847,Q205084
Q377276,Q205084
Q669094,Q205084
Q908207,Q205084
Q1092142,Q205084
Q2103021,Q205084
Q2946816,Q205084
Q3738036,Q205084
Q4828244,Q205084
Q5157286,Q205084
Q5157320,Q205084
Q5597079,Q205084
Q8037118,Q205084
Q13414364,Q205084
Q39086255,Q205084
Q65088257,Q205084
Q125935416,Q205084
Q107352062,Q207011
Q111959167,Q207011
Q124669185,Q207011
Q591138,Q441
Q841408,Q441
Q861699,Q441
Q899719,Q441
Q964339,Q441
Q973582,Q441
Q1062927,Q441
Q1138244,Q441
Q1201861,Q441
Q1224358,Q441
Q1372905,Q441
Q1451319,Q441
Q1456948,Q441
Q1471510,Q441
Q1643677,Q441
Q2029312,Q441
Q2106435,Q441
Q2220845,Q441
Q2264046,Q441
Q2449169,Q441
Q2621658,Q441
Q2725616,Q441
Q2776536,Q441
Q2798620,Q441
Q2935973,Q441
Q3500080,Q441
Q4514368,Q441
Q4698385,Q441
Q4853739,Q441
Q5381231,Q441
Q7201518,Q441
Q8272975,Q441
Q10289985,Q441
Q10398000,Q441
Q12311620,Q441
Q12355799,Q441
Q12740703,Q441
Q12769959,Q441
Q12827956,Q441
Q12828329,Q441
Q14517924,Q441
Q17002728,Q441
Q97182622,Q441
Q123160702,Q441
Q132368178,Q441
Q475042,Q9418
Q476590,Q9418
Q491307,Q9418
Q500096,Q9418
Q624758,Q9418
Q629350,Q9418
Q786759,Q9418
Q862990,Q9418
Q1147152,Q9418
Q1227435,Q9418
Q1242876,Q9418
Q1338171,Q9418
Q1340100,Q9418
Q1362435,Q9418
Q1391906,Q9418
Q1421211,Q9418
Q1429140,Q9418
Q1434104,Q9418
Q1501248,Q9418
Q1569796,Q9418
Q1759895,Q9418
Q1887105,Q9418
Q1908389,Q9418
Q2296092,Q9418
Q2414218,Q9418
Q4458393,Q9418
Q5513201,Q9418
Q7142883,Q9418
Q7209693,Q9418
Q7256388,Q9418
Q11748041,Q9418
Q11752256,Q9418
Q11826626,Q9418
Q11933333,Q9418
Q12520871,Q9418
Q12774940,Q9418
Q12776727,Q9418
Q13190100,Q9418
Q20679883,Q9418
Q56353087,Q9418
Q60680430,Q9418
Q69941090,Q9418
Q328616,Q113115825
Q2142602,Q113115825
Q6013750,Q113115876
Q56611639,Q113128088
Q657246,Q113128791
Q1194480,Q113128855
Q2497655,Q113128855
Q4986688,Q113129241
Q1056194,Q113133333
Q8066,Q113134501
Q407595,Q113134501
Q172847,Q113134526
Q33525,Q113135079
Q223911,Q113135079
Q13405640,Q113135108
Q82264,Q113141551
Q113141562,Q113141555
Q650241,Q113141571
Q1757562,Q113147148
Q3569648,Q113147148
Q118984357,Q113147148
Q1235833,Q113161523
Q2916098,Q113161523
Q4414810,Q113161523
Q107920131,Q113161523
Q1815901,Q113161574
Q95599011,Q113161574
Q215328,Q113207671
Q170355,Q113212205
Q1642895,Q113406449
Q124378,Q113732282
Q932068,Q113827235
Q377916,Q113951766
Q167420,Q114342310
Q111901161,Q114562193
Q1073,Q207011
Q147298,Q207011
Q551840,Q207011
Q751507,Q207011
Q835216,Q207011
Q17062786,Q207011
Q51669703,Q207011
Q56711521,Q207011
Q67482575,Q207011
Q812767,Q114567052
Q2516403,Q114588918
Q114602975,Q114602980
Q11453,Q114778863
Q11946197,Q115158945
Q134435,Q115161680
Q44342,Q115166304
Q262,Q115669282
Q916,Q115669295
Q1009,Q115669332
Q1011,Q115669342
Q974,Q115669378
Q977,Q115669401
Q986,Q115669424
Q1005,Q115669443
Q117,Q115669458
Q954,Q115669479
Q258,Q115669494
Q1049,Q115669513
Q945,Q115669553
Q1037,Q115669585
Q66065,Q115669616
Q1033,Q115669647
Q1030,Q115669680
Q1014,Q115669699
Q1016,Q115669714
Q28227,Q115669800
Q965,Q115669827
Q1044,Q115672782
Q190168,Q115675891
Q83267,Q161733
Q623184,Q161733
Q1156265,Q161733
Q2638787,Q161733
Q4159320,Q161733
Q12754227,Q161733
Q24965430,Q161733
Q25006042,Q161733
Q51159762,Q161733
Q59284866,Q161733
Q116975391,Q161733
Q117287471,Q161733
Q127603578,Q161733
Q216378,Q207434
Q839721,Q207434
Q11303220,Q207434
Q27231,Q162817
Q123751976,Q162817
Q775325,Q2516517
Q113147148,Q2516517
Q8063,Q163082
Q42278,Q163082
Q1124872,Q2474068
Q1190910,Q2474068
Q207645,Q2560087
Q219087,Q2560087
Q2287072,Q2560087
Q2917873,Q2477868
Q182062,Q2564225
Q1343901,Q2564225
Q1837704,Q2564225
Q2665576,Q2564225
Q3393556,Q2564225
Q1269129,Q2549249
Q3277333,Q2549249
Q471872,Q2670285
Q1191291,Q2670285
Q6548076,Q2670285
Q1355298,Q2585724
Q811115,Q2674423
Q10672804,Q2674423
Q11888449,Q2674423
Q948647,Q2728012
Q1165650,Q2728012
Q1335366,Q2728012
Q7002656,Q2728012
Q111327232,Q2728012
Q5141223,Q2699874
Q423731,Q2737409
Q3011521,Q2737409
Q3128903,Q2737409
Q12560828,Q2737409
Q1225911,Q12132
Q11514953,Q12132
Q10666891,Q12147
Q124657598,Q12147
Q2138124,Q2845653
Q133981,Q2861470
Q185325,Q2861470
Q389179,Q2861470
Q5491454,Q2861470
Q6806614,Q2861470
Q515,Q23578769
Q59950,Q23578769
Q63100,Q23578769
Q131201,Q23578769
Q178512,Q23578769
Q757514,Q23578769
Q4145732,Q23578769
Q13138136,Q23578769
Q30443872,Q23578769
Q149013,Q12271
Q150737,Q12271
Q184886,Q12271
Q190996,Q12271
Q220131,Q12271
Q329637,Q12271
Q391414,Q12271
Q690068,Q12271
Q811102,Q12271
Q811339,Q12271
Q811979,Q12271
Q1044817,Q12271
Q1156728,Q12271
Q1596446,Q12271
Q1972616,Q12271
Q2305951,Q12271
Q3636942,Q12271
Q5679093,Q12271
Q6101706,Q12271
Q6381991,Q12271
Q7162355,Q12271
Q9266455,Q12271
Q10411691,Q12271
Q11110841,Q12271
Q12356384,Q12271
Q12605951,Q12271
Q12726596,Q12271
Q13048598,Q12271
Q15284300,Q12271
Q25203895,Q12271
Q96381260,Q12271
Q107406307,Q12271
Q584093,Q2740627
Q140645,Q2878974
Q131083810,Q19924411
Q380313,Q2736989
Q183368,Q105094378
Q241741,Q105575936
Q106099235,Q106099227
Q106099256,Q106099227
Q124486242,Q106099227
Q106139446,Q106139468
Q7201511,Q106604818
Q1103796,Q107217372
Q382441,Q107267429
Q18342738,Q107268129
Q12904409,Q11661
Q223044,Q24002214
Q16114972,Q24002214
Q26371,Q25404245
Q106112742,Q27808133
Q24855162,Q27964550
Q12554,Q27992545
Q19786,Q29980364
Q106355975,Q29980364
Q4008379,Q48967834
Q5548545,Q64811452
Q121775330,Q64811452
Q124634732,Q64811452
Q207101,Q96239348
Q8341,Q99691757
Q65064479,Q100913396
Q100920496,Q100913396
Q160289,Q103884376
Q199428,Q103884376
Q317857,Q103884376
Q323808,Q103884376
Q912019,Q103884376
Q1036063,Q103884376
Q1154774,Q103884376
Q1351381,Q103884376
Q2070426,Q103884376
Q3813334,Q103884376
Q5279800,Q103884376
Q16035842,Q103884376
Q130301413,Q103884376
Q131152189,Q103884376
Q131339872,Q103884376
Q131378262,Q103884376
Q131751616,Q103884376
Q143579,Q12128
Q147351,Q12128
Q1349700,Q12128
Q1514255,Q12128
Q1604786,Q12128
Q3023356,Q12128
Q3673891,Q12128
Q3897663,Q12128
Q7923725,Q12128
Q15840325,Q12128
Q69081120,Q12128
Q97323077,Q12128
Q34178,Q107508911
Q1056194,Q107616960
Q724351,Q110512905
Q182688,Q110857459
Q15879,Q111389636
Q36704,Q111597209
Q236807,Q111597209
Q1207817,Q111805508
Q47069,Q111968621
Q27969,Q117268402
Q25522,Q118323427
Q862682,Q8424
Q2152221,Q8424
Q141090,Q8789
Q220849,Q8789
Q471906,Q8789
Q1048911,Q8789
Q2465888,Q8789
Q5190625,Q8789
Q7291970,Q8789
Q15839617,Q8789
Q25560977,Q8789
Q623313,Q8427
Q1661,Q482
Q191609,Q482
Q570948,Q482
Q1930620,Q482
Q4779829,Q482
Q5394619,Q482
Q5711932,Q482
Q6411216,Q482
Q7448871,Q482
Q12831278,Q482
Q12831605,Q482
Q13095288,Q482
Q13128007,Q482
Q25546330,Q482
Q40953,Q9174
Q128593,Q9174
Q143210,Q9174
Q179807,Q9174
Q209672,Q9174
Q447118,Q9174
Q487357,Q9174
Q568725,Q9174
Q811671,Q9174
Q948437,Q9174
Q1098174,Q9174
Q1370598,Q9174
Q1530022,Q9174
Q2514663,Q9174
Q2803762,Q9174
Q5464420,Q9174
Q5553475,Q9174
Q5692665,Q9174
Q6012753,Q9174
Q6084266,Q9174
Q8068886,Q9174
Q10605174,Q9174
Q11499334,Q9174
Q12322491,Q9174
Q12341716,Q9174
Q12910132,Q9174
Q13176239,Q9174
Q13414953,Q9174
Q20850091,Q9174
Q23847174,Q9174
Q111133779,Q9174
Q115431318,Q9174
Q124542004,Q9174
Q105176253,Q27948
Q105176266,Q27948
Q105176274,Q27948
Q106135311,Q27948
Q4785501,Q27890
Q2853045,Q27172
Q190658,Q31207
Q1774898,Q31207
Q4260475,Q31207
Q6017365,Q31207
Q6116076,Q31207
Q7119341,Q31207
Q7632064,Q31207
Q108479729,Q31207
Q131805902,Q31207
Q56003,Q9465
Q538733,Q9465
Q847198,Q9465
Q1122446,Q9465
Q1321845,Q9465
Q1662553,Q9465
Q1751943,Q9465
Q2312416,Q9465
Q3591972,Q9465
Q11739541,Q9465
Q12306398,Q9465
Q16591370,Q9465
Q17342249,Q9465
Q50122569,Q9465
Q115089507,Q9465
Q8134,Q34749
Q23404,Q34749
Q36442,Q34749
Q187084,Q34749
Q593508,Q34749
Q629107,Q34749
Q629350,Q34749
Q1484284,Q34749
Q2116549,Q34749
Q5001951,Q34749
Q52084073,Q34749
Q97008347,Q34749
Q199655,Q16387
Q844718,Q16387
Q2405713,Q16387
Q70329246,Q16387
Q131718181,Q16387
Q198804,Q18336
Q205066,Q18336
Q218169,Q18336
Q304893,Q18336
Q340869,Q18336
Q350945,Q18336
Q358402,Q18336
Q429340,Q18336
Q557162,Q18336
Q593676,Q18336
Q643584,Q18336
Q645466,Q18336
Q676869,Q18336
Q719061,Q18336
Q725356,Q18336
Q739760,Q18336
Q740263,Q18336
Q790543,Q18336
Q804167,Q18336
Q805079,Q18336
Q810566,Q18336
Q849732,Q18336
Q908430,Q18336
Q1076223,Q18336
Q1088484,Q18336
Q1226812,Q18336
Q1257370,Q18336
Q1265761,Q18336
Q1267314,Q18336
Q1305166,Q18336
Q1427111,Q18336
Q1433606,Q18336
Q1475346,Q18336
Q1499156,Q18336
Q1572258,Q18336
Q1603282,Q18336
Q1683601,Q18336
Q1778772,Q18336
Q1785388,Q18336
Q660910,Q521
Q2432331,Q521
Q6786865,Q521
Q16674976,Q521
Q1073121,Q10379
Q131711,Q35986
Q1143012,Q35986
Q1955326,Q35986
Q2092865,Q35986
Q2783382,Q35986
Q7782227,Q35986
Q13582399,Q35986
Q67671972,Q35986
Q132776155,Q35986
Q1514678,Q10384
Q7108,Q11016
Q762702,Q11016
Q1224896,Q11016
Q17087718,Q11016
Q17156964,Q11016
Q20827233,Q11016
Q188913,Q38112
Q8096,Q184524
Q46857,Q185698
Q1438035,Q185698
Q17079481,Q185698
Q126883870,Q185698
Q45874067,Q431
Q104392682,Q431
Q105104282,Q431
Q108564301,Q431
Q111535331,Q431
Q111535332,Q431
Q111535563,Q431
Q111541794,Q431
Q111541802,Q431
Q111598609,Q431
Q111795828,Q431
Q112076360,Q431
Q112076369,Q431
Q112076375,Q431
Q112076385,Q431
Q112076540,Q431
Q112306385,Q431
Q116025791,Q431
Q45045,Q11023
Q150737,Q11023
Q184793,Q11023
Q245962,Q11023
Q297981,Q11023
Q329637,Q11023
Q352552,Q11023
Q474200,Q11023
Q476482,Q11023
Q623100,Q11023
Q626700,Q11023
Q638755,Q11023
Q787422,Q11023
Q811102,Q11023
Q1061219,Q11023
Q1172399,Q11023
Q1495696,Q11023
Q1786253,Q11023
Q1924397,Q11023
Q2090494,Q11023
Q2313702,Q11023
Q42762,Q188847
Q167336,Q188847
Q169940,Q188847
Q219416,Q188847
Q832237,Q188847
Q1156265,Q188847
Q1962383,Q188847
Q2557557,Q188847
Q3743137,Q188847
Q116975391,Q188847
Q128522667,Q188847
Q9457455,Q186030
Q11032,Q187084
Q5245065,Q410814
Q219416,Q442321
Q20921201,Q442321
Q952080,Q396077
Q3045481,Q185973
Q115929650,Q185973
Q143,Q856574
Q33215,Q856574
Q10953859,Q856574
Q1466064,Q428691
Q202390,Q434198
Q170412,Q444345
Q16868682,Q864896
Q23373,Q9418
Q149584,Q9418
Q175002,Q9418
Q183257,Q9418
Q207011,Q9418
Q338754,Q9418
Q362682,Q9418
Q407784,Q9418
Q8434,Q861641
Q446760,Q861641
Q5141431,Q861641
Q110930332,Q861641
Q5141431,Q861455
Q62747734,Q861455
Q104493,Q189447
Q446760,Q861689
Q86478515,Q861689
Q1145644,Q189131
Q182603,Q189380
Q107181816,Q189380
Q576104,Q898674
Q899291,Q899656
Q1109409,Q899656
Q5105485,Q899656
Q5514100,Q899656
Q5641820,Q899656
Q5767913,Q899656
Q7448041,Q899656
Q17,Q875592
Q231425,Q875592
Q831454,Q875592
Q10329093,Q903778
Q65980717,Q903778
Q16313,Q189553
Q76418,Q189553
Q212344,Q189553
Q220989,Q189553
Q254643,Q189553
Q262489,Q189553
Q317857,Q189553
Q319317,Q189553
Q319636,Q189553
Q320561,Q189553
Q369503,Q189553
Q497385,Q189553
Q499897,Q189553
Q501553,Q189553
Q507538,Q189553
Q584922,Q189553
Q596832,Q189553
Q685200,Q189553
Q724965,Q189553
Q816052,Q189553
Q843875,Q189553
Q974231,Q189553
Q1036063,Q189553
Q1088044,Q189553
Q1088055,Q189553
Q1327454,Q189553
Q1351381,Q189553
Q1404198,Q189553
Q1498613,Q189553
Q1519971,Q189553
Q1570144,Q189553
Q1618109,Q189553
Q1644260,Q189553
Q1883898,Q189553
Q1956782,Q189553
Q2038371,Q189553
Q2146063,Q189553
Q2199494,Q189553
Q2301793,Q189553
Q2421877,Q189553
Q2519137,Q189553
Q3357695,Q189553
Q3494094,Q189553
Q3508741,Q189553
Q3813334,Q189553
Q3823855,Q189553
Q3824661,Q189553
Q5031084,Q189553
Q5325633,Q189553
Q5376355,Q189553
Q5679391,Q189553
Q6593307,Q189553
Q6725774,Q189553
Q6940333,Q189553
Q7107434,Q189553
Q7396635,Q189553
Q7923449,Q189553
Q11829330,Q189553
Q11905393,Q189553
Q14859973,Q189553
Q14863416,Q189553
Q14877676,Q189553
Q15311454,Q189553
Q16035842,Q189553
Q16678483,Q189553
Q18555242,Q189553
Q18557904,Q189553
Q20707977,Q189553
Q29715897,Q189553
Q29715904,Q189553
Q29717447,Q189553
Q29717452,Q189553
Q29718855,Q189553
Q29718860,Q189553
Q478958,Q877637
Q2315359,Q878226
Q178022,Q904206
Q3936882,Q904206
Q33857,Q904555
Q35137,Q904555
Q837169,Q904555
Q1756731,Q904555
Q2016252,Q904555
Q2361304,Q904555
Q5475696,Q904555
Q7083651,Q904555
Q10884035,Q904555
Q11037904,Q904555
Q15910826,Q904555
Q15917006,Q904555
Q17053183,Q904555
Q23654290,Q904555
Q2377182,Q11023
Q3511129,Q11023
Q3625549,Q11023
Q4265939,Q11023
Q5156258,Q11023
Q6548076,Q11023
Q6714024,Q11023
Q9182319,Q11023
Q9340709,Q11023
Q756,Q441
Q131449,Q441
Q776794,Q441
Q913294,Q441
Q1124578,Q441
Q2089263,Q441
Q3391537,Q441
Q24060707,Q441
Q45874067,Q441
Q65064479,Q441
Q100920496,Q441
Q105104282,Q441
Q106035592,Q441
Q111114675,Q441
Q111114776,Q441
Q111118578,Q441
Q111603456,Q441
Q111795818,Q441
Q112118224,Q441
Q112306385,Q441
Q117360399,Q441
Q79890,Q897219
Q952057,Q897219
Q1823878,Q18336
Q1867823,Q18336
Q1944124,Q18336
Q1962817,Q18336
Q2108024,Q18336
Q2238369,Q18336
Q2310316,Q18336
Q2452760,Q18336
Q2548873,Q18336
Q2672501,Q18336
Q2899714,Q18336
Q3001547,Q18336
Q3639905,Q18336
Q3961867,Q18336
Q4006042,Q18336
Q4857865,Q18336
Q4898325,Q18336
Q5721903,Q18336
Q8351075,Q18336
Q10749459,Q18336
Q13135302,Q18336
Q15695628,Q18336
Q15814441,Q18336
Q15964916,Q18336
Q17461213,Q18336
Q17492937,Q18336
Q18433798,Q18336
Q26836357,Q18336
Q27303863,Q18336
Q27966476,Q18336
Q28050016,Q18336
Q47462308,Q18336
Q58995913,Q18336
Q60434993,Q18336
Q73985166,Q18336
Q76157058,Q18336
Q108501872,Q18336
Q11381403,Q11023
Q11884559,Q11023
Q12015335,Q11023
Q18120378,Q11023
Q25203895,Q11023
Q30295815,Q11023
Q106961278,Q11023
Q107020229,Q11023
Q107124783,Q11023
Q132541314,Q11023
Q783671,Q908902
Q864267,Q908902
Q911331,Q908902
Q3622068,Q908902
Q5762942,Q908902
Q7251460,Q908902
Q7251507,Q908902
Q7315528,Q908902
Q7405981,Q908902
Q8072150,Q908902
Q16948403,Q908902
Q55568924,Q908902
Q55568946,Q908902
Q55568967,Q908902
Q85794780,Q908902
Q5465528,Q909821
Q1071,Q911070
Q352374,Q521
Q835216,Q521
Q1149305,Q521
Q2009602,Q521
Q7189713,Q521
Q16595323,Q521
Q17122952,Q521
Q30892994,Q521
Q66615932,Q521
Q121770177,Q521
Q780685,Q18346
Q8366,Q21198
Q23808,Q21198
Q45045,Q21198
Q71486,Q21198
Q80006,Q21198
Q126552,Q21198
Q128570,Q21198
Q131222,Q21198
Q131476,Q21198
Q150971,Q21198
Q175263,Q21198
Q184793,Q21198
Q229391,Q21198
Q306837,Q21198
Q333464,Q21198
Q352552,Q21198
Q358785,Q21198
Q591605,Q21198
Q615684,Q21198
Q724168,Q21198
Q844718,Q21198
Q861716,Q21198
Q905036,Q21198
Q1005631,Q21198
Q1121462,Q21198
Q1423858,Q21198
Q1430062,Q21198
Q1434104,Q21198
Q1481411,Q21198
Q1510043,Q21198
Q1671968,Q21198
Q49850,Q11030
Q1185297,Q11030
Q2669953,Q11030
Q3107784,Q11030
Q12334269,Q11030
Q29078596,Q11030
Q1931480,Q21198
Q2044919,Q21198
Q2123335,Q21198
Q2670846,Q21198
Q2878974,Q21198
Q3240252,Q21198
Q3410945,Q21198
Q3440851,Q21198
Q3640114,Q21198
Q4070700,Q21198
Q4502918,Q21198
Q12134,Q333
Q58908,Q333
Q184274,Q333
Q463923,Q333
Q523236,Q333
Q550089,Q333
Q560575,Q333
Q751404,Q333
Q751447,Q333
Q1073340,Q333
Q1823435,Q333
Q2295061,Q333
Q4026222,Q333
Q7308397,Q333
Q8073212,Q333
Q108314835,Q333
Q126596692,Q333
Q132533549,Q333
Q803925,Q11165
Q106850837,Q11165
Q10379,Q11180
Q103824,Q11180
Q120569,Q11180
Q177635,Q11180
Q203337,Q11180
Q327657,Q11180
Q16965438,Q11180
Q125316565,Q735
Q125316994,Q735
Q100235738,Q5891
Q3453601,Q6689
Q42240,Q336
Q46857,Q336
Q188956,Q336
Q208650,Q336
Q337201,Q336
Q386724,Q336
Q580234,Q336
Q642659,Q336
Q748019,Q336
Q1663833,Q336
Q1924397,Q336
Q4027615,Q336
Q4314478,Q336
Q4480679,Q336
Q5421176,Q336
Q6045936,Q336
Q12132639,Q336
Q16509192,Q336
Q18931911,Q336
Q102314666,Q336
Q106518613,Q336
Q107499540,Q336
Q126883870,Q336
Q581027,Q7094
Q596671,Q7094
Q864276,Q7094
Q933491,Q7094
Q2229066,Q7094
Q2554020,Q7094
Q5164839,Q7094
Q5256596,Q7094
Q5464306,Q7094
Q5579024,Q7094
Q5647772,Q7094
Q5706315,Q7094
Q5891436,Q7094
Q6038627,Q7094
Q6059102,Q7094
Q6545589,Q7094
Q7302366,Q7094
Q7452507,Q7094
Q7604408,Q7094
Q17074851,Q7094
Q17144408,Q7094
Q25303859,Q7094
Q33059434,Q7094
Q48999860,Q7094
Q115693828,Q7094
Q124669185,Q7094
Q908395,Q7100
Q1048073,Q7100
Q1616829,Q7100
Q123184528,Q37547
Q105673509,Q7108
Q79925,Q37547
Q221699,Q37547
Q809690,Q37547
Q845371,Q37547
Q1133705,Q37547
Q3424023,Q37547
Q4274059,Q37547
Q4941412,Q37547
Q7868,Q7141
Q212743,Q7141
Q112311081,Q7141
Q126510349,Q7141
Q279029,Q338
Q2653702,Q338
Q17005905,Q338
Q25351574,Q338
P8763,Q37732
Q30103,Q37732
Q33829,Q37732
Q217438,Q37732
Q284137,Q37732
Q2725376,Q37732
Q123421186,Q37732
Q23718,Q1071
Q43619,Q1071
Q355730,Q1071
Q2221906,Q1071
Q2993449,Q1071
Q4745665,Q1071
Q7864972,Q1071
Q864640,Q11351
Q1153832,Q11351
Q3772250,Q11351
Q4727608,Q11351
Q15840367,Q11351
Q51028771,Q11351
Q37813,Q7150
Q43619,Q7150
Q159462,Q7150
Q188230,Q7150
Q295130,Q7150
Q338562,Q7150
Q614424,Q7150
Q776794,Q7150
Q845214,Q7150
Q966490,Q7150
Q1090520,Q7150
Q1823478,Q7150
Q1917029,Q7150
Q1962383,Q7150
Q2246744,Q7150
Q2301505,Q7150
Q2455497,Q7150
Q2896842,Q7150
Q3175157,Q7150
Q3408844,Q7150
Q5333252,Q7150
Q9003976,Q7150
Q10328964,Q7150
Q18478537,Q7150
Q25221662,Q7150
